tehsil,markaz,name,gender,level,category,lat,lng
NOORPUR THAL,RAHDARI (MALE),38220018 - GPS RAKH MAHMOOD SHAHEED,Male,Primary,PSRP-I,31.8845991,71.670542
NOORPUR THAL,RAHDARI (MALE),38220092 - GPS DERA ALLAH DITTA WINNI,Male,Primary,PSRP-I,31.8871518,71.7094261
NOORPUR THAL,RAHDARI (MALE),38220034 - GPS BAGIAN WALA,Male,Primary,PSRP-II,31.9227209,71.8468075
NOORPUR THAL,RANG PUR BAGHOOR (MALE),38220082 - GPS CHAK NO. 45/DB,Male,Primary,SED,32.0468383,71.7524457
NOORPUR THAL,RANG PUR BAGHOOR (MALE),38220106 - GPS RAKH RANGPUR JANUBI,Male,Primary,SED,31.9928902,71.7900701
NOORPUR THAL,RANG PUR BAGHOOR (MALE),38220107 - GPS RANGPUR BAGHOOR,Male,Primary,SED,32.0268989,71.8093939
NOORPUR THAL,RANG PUR BAGHOOR (MALE),38220088 - GES CHAK NO. 44/DB,Male,Middle,SED,32.0462186,71.7636621
NOORPUR THAL,RANG PUR BAGHOOR (MALE),38220090 - GES CHAK NO. 50/DB,Male,Middle,SED,31.9925023,71.7245901
NOORPUR THAL,RANG PUR BAGHOOR (MALE),38220113 - GES ZAFAR ABAD RANG PUR BAGHOOR,Male,Middle,SED,32.0260318,71.8165023
NOORPUR THAL,RANG PUR BAGHOOR (MALE),38220102 - GPS HAJI MUHAMMAD KAMAL BHAROKA,Male,Primary,PSRP-I,32.0179763,71.8092029
NOORPUR THAL,RANG PUR BAGHOOR (MALE),38220087 - GPS 43 DB,Male,Primary,PSRP-I,32.0416993,71.7659791
NOORPUR THAL,RANG PUR BAGHOOR (MALE),38220098 - GPS Dera Muhammad Khan,Male,Primary,PSRP-I,32.0304803,71.7822299
NOORPUR THAL,RANG PUR BAGHOOR (MALE),38220086 - GPS CHAK NO. 42/DB,Male,Primary,PSRP-II,32.0573959,71.7678276
NOORPUR THAL,RANG PUR BAGHOOR (MALE),38220089 - GPS CHAK NO 49 DB,Male,Primary,PSRP-II,32.013799,71.7247333
NOORPUR THAL,RANG PUR BAGHOOR (MALE),38220103 - GPS MOHALLA GOLAY KHAIL,Male,Primary,PSRP-II,32.0316509,71.8121131
